condition_id,task_family,coverage_job_index,selection_role
abs-candidate-0024353,bandit,4,coverage_random_validation
abs-candidate-0010227,bandit,5,coverage_random_validation
abs-candidate-0051507,foraging,0,coverage_random_validation
abs-candidate-0002972,waiting,1,coverage_random_validation
abs-candidate-0017455,waiting,2,coverage_random_validation
abs-candidate-0005063,solvability,3,coverage_random_validation
abs-candidate-0030682,foraging,4,coverage_random_validation
abs-candidate-0019727,foraging,5,coverage_random_validation
abs-candidate-0024144,foraging,0,coverage_random_validation
abs-candidate-0025171,debugging,1,coverage_random_validation
abs-candidate-0008819,debugging,2,coverage_random_validation
abs-candidate-0049773,information_sampling,3,coverage_random_validation
abs-candidate-0031008,effort,4,coverage_random_validation
abs-candidate-0013627,effort,5,coverage_random_validation
abs-candidate-0039577,debugging,0,coverage_random_validation
abs-candidate-0045552,information_sampling,1,coverage_random_validation
abs-candidate-0026760,debugging,2,coverage_random_validation
abs-candidate-0039959,information_sampling,3,coverage_random_validation
abs-candidate-0043798,debugging,4,coverage_random_validation
abs-candidate-0045784,waiting,5,coverage_random_validation
abs-candidate-0003292,solvability,0,coverage_random_validation
abs-candidate-0031701,effort,1,coverage_random_validation
abs-candidate-0020253,solvability,2,coverage_random_validation
abs-candidate-0043413,debugging,3,coverage_random_validation
abs-candidate-0043742,debugging,4,coverage_random_validation
abs-candidate-0011090,solvability,5,coverage_random_validation
abs-candidate-0016497,effort,0,coverage_random_validation
abs-candidate-0013428,solvability,1,coverage_random_validation
abs-candidate-0027241,waiting,2,coverage_random_validation
abs-candidate-0026357,solvability,3,coverage_random_validation
abs-candidate-0030673,debugging,4,coverage_random_validation
abs-candidate-0008088,information_sampling,5,coverage_random_validation
abs-candidate-0045749,waiting,0,coverage_random_validation
abs-candidate-0039617,waiting,1,coverage_random_validation
abs-candidate-0021281,foraging,2,coverage_random_validation
abs-candidate-0051308,effort,3,coverage_random_validation
abs-candidate-0026204,information_sampling,4,coverage_random_validation
abs-candidate-0051347,solvability,5,coverage_random_validation
abs-candidate-0046497,information_sampling,0,coverage_random_validation
abs-candidate-0007127,foraging,1,coverage_random_validation
abs-candidate-0042860,debugging,2,coverage_random_validation
abs-candidate-0031251,information_sampling,3,coverage_random_validation
abs-candidate-0027251,bandit,4,coverage_random_validation
abs-candidate-0048246,solvability,5,coverage_random_validation
abs-candidate-0034687,solvability,0,coverage_random_validation
abs-candidate-0049905,solvability,1,coverage_random_validation
abs-candidate-0043712,waiting,2,coverage_random_validation
abs-candidate-0030719,information_sampling,3,coverage_random_validation
abs-candidate-0027527,information_sampling,4,coverage_random_validation
abs-candidate-0018072,effort,5,coverage_random_validation
abs-candidate-0001665,debugging,0,coverage_random_validation
abs-candidate-0001922,waiting,1,coverage_random_validation
abs-candidate-0014212,solvability,2,coverage_random_validation
abs-candidate-0042636,debugging,3,coverage_random_validation
abs-candidate-0017014,waiting,4,coverage_random_validation
abs-candidate-0002993,waiting,5,coverage_random_validation
abs-candidate-0015259,debugging,0,coverage_random_validation
abs-candidate-0002077,effort,1,coverage_random_validation
abs-candidate-0001955,solvability,2,coverage_random_validation
abs-candidate-0008750,bandit,3,coverage_random_validation
abs-candidate-0014607,effort,4,coverage_random_validation
abs-candidate-0031617,effort,5,coverage_random_validation
abs-candidate-0031209,information_sampling,0,coverage_random_validation
abs-candidate-0007253,foraging,1,coverage_random_validation
abs-candidate-0025365,waiting,2,coverage_random_validation
abs-candidate-0011928,bandit,3,coverage_random_validation
abs-candidate-0001067,information_sampling,4,coverage_random_validation
abs-candidate-0006463,solvability,5,coverage_random_validation
abs-candidate-0005130,debugging,0,coverage_random_validation
abs-candidate-0025996,effort,1,coverage_random_validation
abs-candidate-0019890,information_sampling,2,coverage_random_validation
abs-candidate-0013226,information_sampling,3,coverage_random_validation
abs-candidate-0035515,waiting,4,coverage_random_validation
abs-candidate-0003538,information_sampling,5,coverage_random_validation
abs-candidate-0022335,effort,0,coverage_random_validation
abs-candidate-0032017,debugging,1,coverage_random_validation
abs-candidate-0021900,waiting,2,coverage_random_validation
abs-candidate-0017222,solvability,3,coverage_random_validation
abs-candidate-0048378,foraging,4,coverage_random_validation
abs-candidate-0003339,bandit,5,coverage_random_validation
abs-candidate-0024190,effort,0,coverage_random_validation
abs-candidate-0041823,effort,1,coverage_random_validation
abs-candidate-0047416,effort,2,coverage_random_validation
abs-candidate-0036473,information_sampling,3,coverage_random_validation
abs-candidate-0011486,debugging,4,coverage_random_validation
abs-candidate-0050604,foraging,5,coverage_random_validation
abs-candidate-0041301,foraging,0,coverage_random_validation
abs-candidate-0026000,solvability,1,coverage_random_validation
abs-candidate-0039278,foraging,2,coverage_random_validation
abs-candidate-0042630,bandit,3,coverage_random_validation
abs-candidate-0050579,waiting,4,coverage_random_validation
abs-candidate-0023597,bandit,5,coverage_random_validation
abs-candidate-0030044,bandit,0,coverage_random_validation
abs-candidate-0018394,effort,1,coverage_random_validation
abs-candidate-0030688,bandit,2,coverage_random_validation
abs-candidate-0017351,effort,3,coverage_random_validation
abs-candidate-0018640,debugging,4,coverage_random_validation
abs-candidate-0014693,bandit,5,coverage_random_validation
abs-candidate-0001454,effort,0,coverage_random_validation
abs-candidate-0036646,foraging,1,coverage_random_validation
abs-candidate-0047900,debugging,2,coverage_random_validation
abs-candidate-0050525,debugging,3,coverage_random_validation
abs-candidate-0012383,bandit,4,coverage_random_validation
abs-candidate-0011998,bandit,5,coverage_random_validation
abs-candidate-0023226,bandit,0,coverage_random_validation
abs-candidate-0037694,debugging,1,coverage_random_validation
abs-candidate-0048362,debugging,2,coverage_random_validation
abs-candidate-0006999,debugging,3,coverage_random_validation
abs-candidate-0029010,solvability,4,coverage_random_validation
abs-candidate-0038834,effort,5,coverage_random_validation
abs-candidate-0028205,solvability,0,coverage_random_validation
abs-candidate-0046680,waiting,1,coverage_random_validation
abs-candidate-0042889,bandit,2,coverage_random_validation
abs-candidate-0003274,effort,3,coverage_random_validation
abs-candidate-0024402,bandit,4,coverage_random_validation
abs-candidate-0045245,waiting,5,coverage_random_validation
abs-candidate-0001161,debugging,0,coverage_random_validation
abs-candidate-0026812,solvability,1,coverage_random_validation
